26823,Award,"£32,000.00",In vitro biopharmaceutical evaluation of novel respiratory medicines for airway disease,Contract,14-Feb-12,2012,"PI: Dr Stuart Jones
CoInv: Dr Benjamin Forbes, Professor Clive Page",Biomedical Sciences,6748,Not Lead,MRC,London,Non Commercial Organisation,,No
24017,Award,"£4,527.25",Formations of Gender and Higher Education Pedagogies (GaP),Contract,06-Mar-12,2012,PI: Professor Louise Archer,Social Science & Public Policy,4985,Lead,Roehampton University,London,,,No
23396,Award,"£150,000.00",Clinical lectureship in vascular surgery,Funded Post,12-Mar-12,2012,"PI: Professor Reza Razavi
CoInv: Dr Rachel Clough
ExtCoApp: Professor Peter Taylor",Medicine,4709,Not Lead,Guy's & St Thomas' NHS Foundation Trust,London,Non Commercial Organisation,,No
23800,Award,"£7,000.00",Implications of the Munro Review for adult social care,Contract,12-Mar-12,2012,PI: Dr Jo Moriarty,Social Science & Public Policy,4855,Lead,London School of Economics & Political  Science,London,Non Commercial Organisation,Higher Education,No
23397,Award,"£2,500.00",Restoring the angiopoietin balance as a therapy for glomerular disease,Research Grant,15-Mar-12,2012,"PI: Professor Luigi Gnudi
ExtCoApp: Dr David Long",Medicine,4710,Lead,UCL Institute of Child Health,London,Non Commercial Organisation,,No
23730,Award,"£135,858.00",Detection and grading of coronary allograft vasculopathy in children using magnetic resonance imaging,Research Grant,30-Mar-12,2012,"PI: Dr Gerald Griel
CoInv: Professor Rene Michael Botnar, Dr Tarique Hussain, Professor Reza Razavi
ExtCoApp: Dr Mike Burch",Medicine,4830,Not Lead,Guy's & St Thomas' NHS Foundation Trust,London,Non Commercial Organisation,,No
23730,Award,"£135,858.00",Detection and grading of coronary allograft vasculopathy in children using magnetic resonance imaging,Research Grant,30-Mar-12,2012,"PI: Dr Gerald Griel
CoInv: Professor Rene Michael Botnar, Dr Tarique Hussain, Professor Reza Razavi
ExtCoApp: Dr Mike Burch",Medicine,4829,Not Lead,Great Ormond Street Hospital,London,Non Commercial Organisation,,
23989,Supplement,"£1,875.00",Mechanisms of action of peptide immunotherapy for type 1 diabetes: characterising T cells induced or modified by proinsulin C19-A3,Research Grant,02-Apr-12,2012,"PI: Dr Yuk-Fun Liu, Professor Mark Peakman
AccHolder: Professor Mark Peakman
ExtCoApp: Dr Colin Dayan, Dr J Powrie",Medicine,4959,Not Lead,Guy's & St Thomas' NHS Trust,London,Non Commercial Organisation,,No
23720,Award,"£33,956.00",Identifying the molecular mechanisms of brain overgrowth in chiari-malformation,Research Grant,05-Apr-12,2012,PI: Dr Michael Basson,Dental Institute,4827,Lead,Royal Veterinary College,London,Non Commercial Organisation,,
23746,Award,"£443,562.68",Defining the role of aberrant O-linked glycosylation in breast cancer,Research Grant,24-Apr-12,2012,"PI: Dr Joy Burchell
ExtCoApp: Professor Anne Dell",Medicine,4835,Not Lead,"Imperial College of Science, Technology & Medicine",London,Non Commercial Organisation,Higher Education,No
23932,Award,"£421,557.00",An infrastructure for platform technology in synthetic biology,Research Grant,01-May-12,2012,"PI: Professor Nikolas Rose
ExtCoApp: Professor Paul Freemont, Professor Richard Kitney",Social Science & Public Policy,4919,Lead,"Imperial College of Science, Technology & Medicine",London,Non Commercial Organisation,Higher Education,No
26995,Award,"£36,670.00",Virtual coronary physiology: an angiogram is all you need,Contract,03-May-12,2012,"PI: Dr David Nordsletten
CoInv: Professor Nic Smith",Life Sciences & Medicine,6852,Not Lead,Wellcome Trust,London,,,No
28817,Award,"£36,671.00",Virtual coronary physiology: an angiogram is all you need,Contract,03-May-12,2012,"PI: Dr David Nordsletten
CoInv: Professor Nic Smith",Life Sciences & Medicine,8446,Not Lead,Wellcome Trust,London,,,No
23893,Award,"£286,162.09",Centre for Synthetic Biology and Innovation,Research Grant,15-May-12,2012,PI: Professor Nikolas Rose,Social Science & Public Policy,4898,Lead,"Imperial College of Science, Technology & Medicine",London,Non Commercial Organisation,Higher Education,No
23893,Award,"£286,162.09",Centre for Synthetic Biology and Innovation,Research Grant,15-May-12,2012,PI: Professor Nikolas Rose,Social Science & Public Policy,4913,Not Lead,London School of Economics & Political  Science,London,Non Commercial Organisation,Higher Education,No
23892,Award,"£38,000.00",Corpus of Romanesque Sculpture in Britain and Ireland Database Management Interface Project (CRSBI-DBMI Project),Research Grant,22-May-12,2012,PI: Mr Paul Vetch,Arts & Humanities,4897,Lead,Corpus of Romanesque Sculpture in Britain & Ireland,London,Non Commercial Organisation,,
23924,Award,"£35,966.00",Testing of antibody drug conjugates of MUC-1 antibodies 5E5 and HMFG2,Contract,30-May-12,2012,PI: Dr Joy Burchell,Medicine,4916,Not Lead,Cancer Research Technology Ltd,London,Non Commercial Organisation,,
24174,Award,"£52,744.00",Pan-Trk targets and related pathways in clinical pain conditions.,Contract,01-Jun-12,2012,PI: Professor Tara Renton,Dental Institute,5036,Not Lead,"Imperial College of Science, Technology & Medicine",London,Non Commercial Organisation,Higher Education,No
24911,Transfer,"£251,703.31",Discovery of Novel Protein - Protein Interaction Inhibitors of HIF and STAT Signalling,Research Grant,01-Jun-12,2012,PI: Professor David Thurston,Biomedical Sciences,5454,Not Lead,School of Pharmacy,London,,Higher Education,
23806,Award,"£272,126.60",Service Provision for older people who are homeless and have memory problems,Research Grant,07-Jun-12,2012,"PI: Professor Gillian Manthorpe
CoInv: Dr Maureen Crane",Social Science & Public Policy,4862,Not Lead,St Mungo's Broadway,London,Non Commercial Organisation,,
23954,Renewal,"£81,964.78",Cancer multi-disciplinary teams (MDTs): Self-assessment and feedback and identifying developmental needs,Contract,18-Jun-12,2012,"PI: Dr Cath Taylor
ExtCoApp: Professor Alison Richardson",Florence Nightingale School of Nursing & Midwifery,4932,Lead,Green Cross Medical Ltd,London,,,
24446,Award,"£689,044.72",Human biomonitoring and carcinogen activation (budget for years 1- 3 of 5),Research Grant,19-Jun-12,2012,PI: Professor David Phillips,Biomedical Sciences,5184,Not Lead,"Imperial College of Science, Technology & Medicine",London,Non Commercial Organisation,Higher Education,No
24561,Award,"£67,852.00",Development of ease-to-use flow cytometric system for multi-pathogen detection,Contract,22-Jun-12,2012,"PI: Dr Richard Beale
ExtCoApp: Dr Alun Brown",Medicine,5396,Not Lead,Guy's & St Thomas' NHS Foundation Trust,London,Non Commercial Organisation,,No
23981,Award,"£85,868.00",The Magna Carta project,Research Grant,29-Jun-12,2012,"PI: Professor David Carpenter
ExtCoApp: Dr Claire Breay, Professor A Day, Professor Nicholas Vincent, Dr Louise Wilkinson",Arts & Humanities,4956,Not Lead,British Library,London,,,No
24146,Renewal,"£68,800.00",International Cooperative Effort for Duchenne Muscular Dystrophy (ICE),Research Grant,05-Jul-12,2012,"PI: Professor Simon Hughes
CoInv: Dr Roland Roberts","Biomedical Sciences, Medicine",5026,Not Lead,"Imperial College of Science, Technology & Medicine",London,Non Commercial Organisation,Higher Education,No
24192,Award,"£30,000.00",Identification of bicyclic compounds for inhibition of the metalloprotease-disintegrin ADAM8 in vivo,Contract,06-Jul-12,2012,"PI: Dr Tim Watson
CoInv: Dr Joerg Bartsch","Biomedical Sciences, Dental Institute",5038,Not Lead,Cancer Research Technology Ltd,London,Non Commercial Organisation,,
24040,Supplement,"£29,500.00",London Pain Consortium,Research Grant,12-Jul-12,2012,PI: Professor Stephen McMahon,Biomedical Sciences,4987,Not Lead,"Imperial College of Science, Technology & Medicine",London,Non Commercial Organisation,Higher Education,No
24104,Award,"£853,352.00",Mechanisms of interplay between allergy and viruses in asthma,Contract,18-Jul-12,2012,"PI: Dr David Cousins, Professor Hannah Gould, Dr Paul Lavender","Medicine, Biomedical Sciences",5014,Lead,"Imperial College of Science, Technology & Medicine",London,Non Commercial Organisation,Higher Education,No
24104,Award,"£853,352.00",Mechanisms of interplay between allergy and viruses in asthma,Contract,18-Jul-12,2012,"PI: Dr David Cousins, Professor Hannah Gould, Dr Paul Lavender","Medicine, Biomedical Sciences",5015,Not Lead,MRC,London,Non Commercial Organisation,,No
24069,Supplement,"£175,607.32",The persistence of oral tolerance induction to peanut and its immunological basis - The LEAP-on study,Research Grant,19-Jul-12,2012,"PI: Professor Gideon Lack
CoInv: Dr George Du Toit, Dr Alexandra Santos, Dr Victor Turcanu
ExtCoApp: Stephen Durham, Dr Graham Roberts, Professor Hugh Sampson",Medicine,5003,Not Lead,"Imperial College of Science, Technology & Medicine",London,Non Commercial Organisation,Higher Education,No
24091,Award,"£867,755.00",MRC-GSK Alliance: Mechanisms of interplay between allergy and viruses in asthma,Research Grant,30-Jul-12,2012,"PI: Professor Hannah Gould, Dr Paul Lavender","Biomedical Sciences, Medicine",5007,Lead,"Imperial College of Science, Technology & Medicine",London,Non Commercial Organisation,Higher Education,No
24225,Award,"£44,472.91",From Identity to Interests?  Quantitative and Qualitative Explanations of Electoral Change in Rural an Urban India,Research Grant,30-Jul-12,2012,"PI: Dr Louise Tillin
CoInv: Professor Sunil Khilnani",Social Science & Public Policy,5141,Not Lead,London School of Economics & Political  Science,London,Non Commercial Organisation,Higher Education,No
24312,Award,"£52,400.00",Role of mitochondria in chronic pain,Contract,01-Aug-12,2012,PI: Dr Sarah Flatters,Biomedical Sciences,5529,Not Lead,MRC,London,Non Commercial Organisation,,No
26276,Award,"£404,812.29",Centre for Applied Resilience in Healthcare (CARE),Research Grant,07-Aug-12,2012,"PI: Dr Janet Anderson
CoInv: Dr Alistair Ross","Florence Nightingale Faculty - Nursing & Midwifery, Social Science & Public Policy",6294,Lead,Guy's & St Thomas' NHS Foundation Trust,London,Non Commercial Organisation,,No
24666,Award,"£125,384.00",Evaluation Practices in Financial Markets,Contract,17-Aug-12,2012,PI: Professor Alex Preda,Social Science & Public Policy,5306,Not Lead,London School of Economics & Political  Science,London,Non Commercial Organisation,Higher Education,No
24266,Supplement,"£17,100.00",NEPTUNE Trial development,Contract,20-Aug-12,2012,PI: Dr Andrew Tutt,Medicine,5077,Not Lead,Institute of Cancer Research,London,,,
26206,Award,"£521,713.00",Scrambled Messages: The Telegraphic Imaginary 1857-1900,Research Grant,21-Aug-12,2012,"PI: Mr José Miguel Monteiro Vieira, Professor Clare Pettitt",Arts & Humanities,6260,Lead,Courtauld Institute of Art,London,,,No
24265,Award,"£20,794.38",Chemomechanical Properties of Complex Oxide Surfaces,Contract,22-Aug-12,2012,PI: Professor Alessandro De Vita,Natural & Mathematical Sciences,5081,Not Lead,"Imperial College of Science, Technology & Medicine",London,Non Commercial Organisation,Higher Education,No
24354,Award,"£573,332.00",Efficacy and mechanism of low dose intradermal allergen immunotherapy in treatment of seasonal allergic rhinitis ('hay fever') - the Pollen-Lite Study,Contract,22-Aug-12,2012,"PI: Dr Stephen Till
AccHolder: Professor Janet Peacock, Dr Stephen Till
CoInv: Dr Abdel Douiri, Professor Janet Peacock, Dr Ying Sun",Medicine,5138,Lead,"Imperial College of Science, Technology & Medicine",London,Non Commercial Organisation,Higher Education,No
25030,Award,"£94,224.00",Feasibility and market potential for expanding the SentiMag indication to sentinel lymph node biopsy in melanoma,Contract,28-Aug-12,2012,PI: Dr Michael Douek,Medicine,5499,Not Lead,Guy's & St Thomas' NHS Foundation Trust,London,Non Commercial Organisation,,No
25030,Award,"£94,224.00",Feasibility and market potential for expanding the SentiMag indication to sentinel lymph node biopsy in melanoma,Contract,28-Aug-12,2012,PI: Dr Michael Douek,Medicine,5497,Not Lead,Endomagnetics Ltd,London,SME,,
26432,Award,"£32,118.11","Expanding, not shrinking social programmes: the politics of new policies to tackle poverty and inequality in Brazil, India, China and South Africa",Research Grant,29-Aug-12,2012,"PI: Dr Louise Tillin
AccHolder: Professor Anthony Pereira, Dr Louise Tillin
CoInv: Professor Anthony Pereira",Social Science & Public Policy,6377,Not Lead,London School of Economics & Political  Science,London,Non Commercial Organisation,Higher Education,No
24787,Transfer,"£942,348.00",Mitochondrial targeted protective strategies for limiting injury in the developing brain.,Research Grant,01-Sep-12,2012,"PI: Professor Henrik Hagberg
CoInv: Professor Anthony David Edwards, Dr Pierre Gressen",Medicine,5395,Not Lead,"Imperial College of Science, Technology & Medicine",London,Non Commercial Organisation,Higher Education,No
25185,Transfer,"£438,715.00",Transatlantic Network on Newborn Stroke: Inflammatory Modulation of Neurovascular Injury,Research Grant,01-Sep-12,2012,PI: Professor Henrik Hagberg,Medicine,5603,Not Lead,"Imperial College of Science, Technology & Medicine",London,Non Commercial Organisation,Higher Education,No
25218,Transfer,"£59,193.76",Fas signalling in oligodendrocyte cell death following hypoxix-ischaemic injury to the developing brain,Research Grant,01-Sep-12,2012,PI: Professor Henrik Hagberg,Medicine,5617,Not Lead,"Imperial College of Science, Technology & Medicine",London,Non Commercial Organisation,Higher Education,No
24423,Award,"£89,261.00",Triple negative breast cancer: functional imaging for early response determination,Research Grant,11-Sep-12,2012,"PI: Dr Michael O'Doherty, Professor Sarah Pinder, Professor Andrew Tutt
AccHolder: Professor Andrew Tutt
CoInv: Professor Vicky Goh",Medicine,5169,Not Lead,Guy's & St Thomas' NHS Foundation Trust,London,Non Commercial Organisation,,No
24423,Award,"£89,261.00",Triple negative breast cancer: functional imaging for early response determination,Research Grant,11-Sep-12,2012,"PI: Dr Michael O'Doherty, Professor Sarah Pinder, Professor Andrew Tutt
AccHolder: Professor Andrew Tutt
CoInv: Professor Vicky Goh",Medicine,5168,Not Lead,Institute of Cancer Research,London,,,
27167,Award,"£16,866.00",Report on current and future needs for hospice care,Research Grant,11-Sep-12,2012,PI: Professor Irene Higginson,Medicine,7012,Not Lead,Help the Hospices,London,,,No
25983,Award,"£1,580,495.00",Development of cytotopically modified antithrombotic agent for prevention of acute intra-graft thrombosis in transplantation,Contract,19-Sep-12,2012,"PI: Dr Richard Smith
CoInv: Professor Anthony Dorling, Professor Steven Sacks",Medicine,6144,Not Lead,Imperial Innovations Ltd,London,SME,,Yes
25465,Award,"£348,418.00",Public health air pollution impacts of different pathways to meet the UK Climate Change Act commitment to 80% reduction on CO2 and other greenhouse gas emissions by 2050,Contract,24-Sep-12,2012,"PI: Professor Martin Williams
CoInv: Dr Sean Beevers, Dr David Carslaw, Dr Heather Walton",Biomedical Sciences,5792,Not Lead,"Imperial College of Science, Technology & Medicine",London,Non Commercial Organisation,Higher Education,No
25825,Award,"£23,086.71",Life in the 'Alpha Territory': London's 'Super-Rich' Neighbourhoods,Research Grant,24-Sep-12,2012,PI: Dr Timothy Butler,Social Science & Public Policy,5993,Not Lead,London School of Economics & Political  Science,London,Non Commercial Organisation,Higher Education,No
24555,Award,"£12,500.00",The aPKC pathway as a predictive biomarker in ovarian cancer,Research Grant,30-Sep-12,2012,PI: Professor Peter Parker,Medicine,5265,Not Lead,"Imperial College of Science, Technology & Medicine",London,Non Commercial Organisation,Higher Education,No
24555,Award,"£12,500.00",The aPKC pathway as a predictive biomarker in ovarian cancer,Research Grant,30-Sep-12,2012,PI: Professor Peter Parker,Medicine,5266,Not Lead,London Research Institute,London,,,
25049,Renewal,"£149,788.26",Endothelial microRNA 126 as Biomarker Candidate for Diabetic Retinopathy,Research Grant,03-Oct-12,2012,"PI: Professor Manuel Mayr
CoInv: Dr Sobha Sivaprasad",Medicine,5502,Not Lead,"Imperial College of Science, Technology & Medicine",London,Non Commercial Organisation,Higher Education,No
24772,Award,"£108,454.00",e-Health Monitoring Technology for Long-Term Conditions,Contract,05-Oct-12,2012,PI: Mr Kawaldeep Rhode,Medicine,5361,Not Lead,Technomed Ltd,London,SME,,
25068,Renewal,"£1,976,916.00",A Comprehensive Cancer Imaging Centre (CCIC) between King's College London and University College London,Research Grant,09-Oct-12,2012,"PI: Professor Philip Blower, Professor Tony Ng
CoInv: Dr Simon Ameer-Beg, Dr David Landau, Dr Paul Marsden, Dr Michael O'Doherty, Professor Sarah Pinder, Professor Anand Purushotham, Professor Tobias Schaeffter, Dr James Spicer
ExtCoApp: Professor Richard",Medicine,5517,Not Lead,Royal Free Hampstead NHS Trust,London,Non Commercial Organisation,,
24946,Award,"£19,000.00",Developing electroretinogram (ERG) protocols to aid early diagnosis of age-related macular degeneration and to understand abnormal retinal function in genetic retinal diseases,Research Grant,25-Oct-12,2012,"PI: Dr Omar Mahroo
CoInv: Professor Christopher Hammond",Medicine,5456,Not Lead,Moorfields Eye Hospital NHS Foundation Hospital,London,Non Commercial Organisation,,
24973,Award,"£1,834,223.00",Human Induced Pluripotent Stem Cell Initiative (HIPSCI),Research Grant,31-Oct-12,2012,PI: Professor Fiona Watt,Medicine,6262,Not Lead,MRC,London,Non Commercial Organisation,,No
25137,Award,"£512,177.58",EXPOSOMICS - Enhanced exposure assessment and omic profiling for high priority environmental exposures in Europe,Contract,31-Oct-12,2012,"PI: Professor Frank Kelly, Professor David Phillips",Biomedical Sciences,5557,Lead,"Imperial College of Science, Technology & Medicine",London,Non Commercial Organisation,Higher Education,No
25057,Renewal,"£29,967.97",Identification of bicyclic compounds for inhibition of the metalloprotease-disintegrin ADAM8 in vivo,Contract,01-Nov-12,2012,"PI: Dr Tim Watson
CoInv: Dr Joerg Bartsch","Biomedical Sciences, Dental Institute",5508,Not Lead,Cancer Research Technology Ltd,London,Non Commercial Organisation,,
25307,Award,"£108,513.00",A national simulation training programme in urology - SIMULATE,Research Grant,05-Nov-12,2012,PI: Professor Prokar Dasgupta,Medicine,5676,Not Lead,Guy's & St Thomas' Charity,London,,,No
25248,Award,"£62,333.00","A systems management approach for safe, patient-controlled analgesia in children",Research Grant,12-Nov-12,2012,"PI: Dr Catherine Whittlesea
CoInv: Dr Benjamin Forbes",Biomedical Sciences,5645,Lead,Guy's & St Thomas' NHS Foundation Trust,London,Non Commercial Organisation,,No
25991,Award,"£234,612.00",MRC-NIHR National Phenome Centre,Research Grant,12-Nov-12,2012,PI: Professor Frank Kelly,Biomedical Sciences,6146,Lead,"Imperial College of Science, Technology & Medicine",London,Non Commercial Organisation,Higher Education,No
25141,Award,"£42,180.00",An investigation of the effect of cyclosporine-A in chronic lymphocytic leukaemia: development of a novel in-vivo strategy for dissecting the mechanism of drug action,Research Grant,20-Nov-12,2012,"PI: Dr Stephen Devereux
CoInv: Dr Andrea Buggins",Medicine,5559,Not Lead,St George's Hospital Medical School,London,,,No
25289,Award,"£594,063.15",NANOHAT: Development of a safer and more effective sleeping sickness drug,Research Grant,30-Nov-12,2012,"PI: Dr Sarah Thomas
AccHolder: Dr Christian Lorenz, Professor Shanta Persaud, Dr Sarah Thomas
CoInv: Dr Mark Christie, Dr Cecile Dreiss, Dr Christian Lorenz, Professor Shanta Persaud","Biomedical Sciences, Natural & Mathematical Sciences, Medicine",5670,Not Lead,"ex-LSHTM, reuse me",London,Non Commercial Organisation,Higher Education,No
25398,Award,"£1,500,000.00",Enterprising Science Programme,Contract,03-Dec-12,2012,"PI: Professor Louise Archer
CoInv: Professor Justin Dillon",Social Science & Public Policy,5755,Not Lead,Science Museum,London,Non Commercial Organisation,,
26200,Supplement,"£8,000.00",Enterprising Science Programme,Contract,03-Dec-12,2012,"PI: Professor Louise Archer
CoInv: Professor Justin Dillon",Social Science & Public Policy,6258,Not Lead,Science Museum,London,Non Commercial Organisation,,
25169,Award,"£702,512.00",Rho GTPase signalling in cancer invasion and metastasis,Research Grant,10-Dec-12,2012,PI: Professor Anne Ridley,Biomedical Sciences,5582,Not Lead,Institute of Cancer Research,London,,,
25609,Award,"£135,926.00",The acquisition of knowledge and capability to support engineering companies in educational engagement throughout the UK,Contract,17-Dec-12,2012,PI: Professor Justin Dillon,Social Science & Public Policy,5863,Not Lead,Engineering and Technology Board,London,Non Commercial Organisation,,
27824,Award,"£24,064.00","Reboosting of Subjects Previously Included in the CT BIVacc4x 2007/1 Study: An Open, Multicentre, Immunogenicity, Followup Reboosting
Study with Vacc4x in Subjects Infected with HIV1 Who Have Maintained an Adequate Response to ART (Antiretroviral Therapy)",Contract,18-Dec-12,2012,PI: Dr Barry Peters,Medicine,7651,Not Lead,Guy's & St Thomas' NHS Foundation Trust,London,Non Commercial Organisation,,No
25486,Award,"£215,523.00",Rebuilding lives: supporting formerly homeless people to achieve independent living,Contract,01-Jan-13,2013,"PI: Dr Maureen Crane
AccHolder: Professor Gillian Manthorpe
CoInv: Dr Louise Joly, Professor Gillian Manthorpe",Social Science & Public Policy,5804,Lead,London School of Economics & Political  Science,London,Non Commercial Organisation,Higher Education,No
25616,Award,"£36,576.46",Lupus and antiphospholipid syndrome,Research Grant,01-Jan-13,2013,"PI: Dr Munther Khamashta
CoInv: Dr Maria Laura Bertolaccini",Medicine,5869,Not Lead,Hughes Syndrome Foundation,London,,,No
25303,Award,"£396,492.87",Fat-hippo regulation of osteoblast differentiation,Research Grant,08-Jan-13,2013,PI: Professor Philippa Francis-West,Dental Institute,5699,Not Lead,Royal Veterinary College,London,Non Commercial Organisation,,
27004,Award,"£15,785.00","Innovations in major system reconfiguration in England: a study of the effectiveness, acceptability and processes of implementation of different models of stroke care",Contract,08-Jan-13,2013,PI: Dr Christopher McKevitt,Medicine,6880,Not Lead,Guy's & St Thomas' NHS Foundation Trust,London,Non Commercial Organisation,,No
25144,Award,"£27,000.00",Well London,Contract,09-Jan-13,2013,PI: Dr Jennifer Gallagher,Dental Institute,5561,Not Lead,University of East London,London,,External HEI,
25221,Award,"£7,708.33",Support for the UKCP consortium,Research Grant,17-Jan-13,2013,PI: Dr Carla Molteni,Natural & Mathematical Sciences,5621,Not Lead,"Imperial College of Science, Technology & Medicine",London,Non Commercial Organisation,Higher Education,No
25393,Award,"£192,510.34",European Metrology Research Programme (EMRP) in Raman scattering - Researcher Excellence Grant in coherent Raman,Contract,21-Jan-13,2013,"PI: Professor David Robert Richards
CoInv: Dr Frederic Festy","Dental Institute, Natural & Mathematical Sciences",5750,Not Lead,NPL Management Ltd,Teddington,Large Commercial Enterprise,,
25962,Award,"£5,984.00","Community Filmmaking and Cultural Diversity: practice, innovation and policy",Research Grant,23-Jan-13,2013,PI: Dr Roberta Comunian,Arts & Humanities,6134,Not Lead,British Film Institute,London,Non Commercial Organisation,,
25962,Award,"£5,984.00","Community Filmmaking and Cultural Diversity: practice, innovation and policy",Research Grant,23-Jan-13,2013,PI: Dr Roberta Comunian,Arts & Humanities,6135,Not Lead,Worldwrite (London),London,Non Commercial Organisation,,
26169,Award,"£264,452.60",The role of monocytes and macrophages in the outcome of acute liver failure,Research Grant,25-Jan-13,2013,PI: Dr Julia Wendon,Medicine,6231,Lead,"Imperial College of Science, Technology & Medicine",London,Non Commercial Organisation,Higher Education,No
25233,Award,"£131,857.00",Knowledge mobilisation fellowship,Contract,29-Jan-13,2013,"PI: Professor Jane Sandall
CoInv: Ms Kirstie Coxon",Medicine,5627,Not Lead,Guy's & St Thomas' NHS Foundation Trust,London,Non Commercial Organisation,,No
25843,Award,"£35,599.30",The practical work of the optometrist 2: communication skills in optometry,Research Grant,29-Jan-13,2013,"PI: Dr Dirk Vom Lehn
CoInv: Professor Christian Heath",Social Science & Public Policy,6009,Not Lead,Institute of Optometry,London,Non Commercial Organisation,,
26868,Renewal,"£30,000.00",Social care practice with carers: an investigation of practice models.,Contract,06-Feb-13,2013,PI: Dr Jo Moriarty,Social Science & Public Policy,6682,Lead,London School of Economics & Political  Science,London,Non Commercial Organisation,Higher Education,No
25441,Award,"£33,879.85",In vivo Integral Feedback Control for Robust Synthetic Biology,Research Grant,08-Feb-13,2013,PI: Dr Claire Marris,Social Science & Public Policy,5779,Not Lead,"Imperial College of Science, Technology & Medicine",London,Non Commercial Organisation,Higher Education,No
25485,Award,"£11,466.00",Oral nutritional supplements in the prevention of malnutrition in nutritionally vulnerable individuals: a systematic review,Research Grant,15-Feb-13,2013,"PI: Dr Christine Baldwin
ExtCoApp: Dr Elizabeth Weekes",Medicine,5800,Not Lead,Guy's & St Thomas' NHS Foundation Trust,London,Non Commercial Organisation,,No
25443,Supplement,"£8,850.00",MRC-HPA Centre for Environment and Health,Research Grant,26-Feb-13,2013,"PI: Professor Frank Kelly
ExtCoApp: Professor Paul Elliot",Biomedical Sciences,5782,Lead,"Imperial College of Science, Technology & Medicine",London,Non Commercial Organisation,Higher Education,No
25551,Award,"£47,758.00",Mathematical modelling of bronchodilator compounds: target distribution - biological stimulus and response to Salbutamol,Research Grant,27-Feb-13,2013,"PI: Dr Benjamin Forbes
CoInv: Dr Zhoulikha Zaidi",Biomedical Sciences,5818,Not Lead,MRC,London,Non Commercial Organisation,,No
25620,Award,"£200,000.00","Testing in type 2 diabetes whether spironolactone and dietary nitrate as beetroot juice improve blood vessel function, measured as the cardio-ankle vascular index or as arterial pulse wave velocity - Vasera Study",Contract,01-Mar-13,2013,"PI: Professor Kennedy Cruickshank
CoInv: Dr Andrew J Webb",Medicine,5876,Not Lead,Guy's & St Thomas' NHS Foundation Trust,London,Non Commercial Organisation,,No
25761,Award,"£96,048.00",REVIVED - REVascularisation of Ischaemic Ventricular Dysfunction,Contract,04-Mar-13,2013,"PI: Dr Divaka Perera
CoInv: Professor Michael Marber, Professor Simon Redwood",Medicine,5989,Not Lead,London School of Hygiene and Tropical Medicine (LSHTM),London,Non Commercial Organisation,Higher Education,No
